price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,Scored Labels
429000,3,3,2420,49928,2,0,3,8,1860,560,1985,0,98027,2620,37301,545944.2632522717
588000,4,2,2580,7344,2,0,3,8,2580,0,1977,0,98027,2390,7507,573947.5616299561
685000,4,3,3550,10968,2,0,3,9,3550,0,2006,0,98065,3550,8583,747671.875
575000,3,2,1530,6743,1,0,3,7,1410,120,1955,0,98116,2040,6000,515086.0907643312
227000,3,2,1680,7455,1,0,4,8,1680,0,1968,0,98023,2040,8214,254875.0
304900,4,2,2600,11325,1,0,4,7,1610,990,1969,0,98031,1720,11088,356449.09675117675
580000,3,2,1640,8625,1,0,3,8,1320,320,1987,0,98052,1770,9476,487150.7558813506
315000,3,2,1460,7884,1,0,3,8,1460,0,1975,0,98058,2050,7210,331375.0
1180000,4,4,4150,49503,2,0,3,11,4150,0,2003,0,98053,3330,60137,1134375.0
600000,4,3,2990,5122,2,0,3,8,2990,0,2004,0,98075,3140,7875,644413.3713895394
378500,3,3,2860,43821,2,0,4,9,2860,0,1990,0,98092,2370,65340,456833.75
268000,3,2,1980,12543,1,0,3,8,1180,800,1978,0,98023,2090,8539,274125.0
740000,3,3,2960,9350,2,0,4,9,2960,0,1978,0,98008,2960,11745,734539.3354562104
614000,3,3,2830,5831,2,0,3,9,2830,0,2010,0,98011,2830,6064,683128.9803147785
425000,3,3,1630,10762,1,0,3,7,1630,0,1994,0,98011,1770,10762,388490.84606282273
600000,3,2,2680,98445,1,0,5,8,2680,0,1962,0,98059,2340,98445,528362.5
475000,2,2,1440,3720,2,0,3,7,1440,0,1983,0,98115,1490,4308,432150.0
269800,4,3,1830,3420,2,0,3,8,1830,0,2012,0,98198,1813,3420,388439.06850855186
657500,4,2,1620,7560,1,0,4,7,1380,240,1947,0,98117,2170,8650,394136.375
374000,3,1,1200,9800,1,0,4,7,1200,0,1971,0,98072,1220,10220,304078.9181866244
285000,3,2,2380,6000,2,0,3,7,1320,1060,1935,0,98178,1290,6000,433531.25
560000,3,3,1960,6058,2,0,3,8,1960,0,2002,0,98053,2480,6656,437108.05173716013
630000,4,2,2950,9025,1,0,4,8,1780,1170,1975,0,98034,2120,9600,570977.1416871585
353000,3,3,2550,6021,2,0,3,7,2550,0,2002,0,98030,2080,6021,352000.8328622878
845000,3,4,3460,15745,2,0,3,10,3460,0,1986,0,98077,3350,14825,812664.6128038141
325000,3,3,1800,8518,2,0,3,7,1800,0,1996,0,98030,1770,7570,287249.86922473967
218250,3,1,1270,7344,1,0,3,7,970,300,1967,0,98023,1290,7300,207088.87008231095
280500,3,2,2440,10179,1,0,4,7,1220,1220,1962,0,98198,1650,9711,334496.31897339894
720500,4,3,3350,35298,2,0,4,9,3350,0,1985,0,98053,2620,35604,740063.7369791667
780000,4,2,2480,9195,1,0,3,7,1390,1090,1950,0,98004,2440,9195,866781.25
420000,2,2,1200,3136,1,0,3,7,800,400,1904,2005,98122,1330,3164,459056.25
590000,4,4,2360,57514,2,0,4,8,2360,0,1939,1987,98003,2037,35733,634625.0
580000,3,2,1800,6250,1,0,3,8,1420,380,1947,0,98116,1800,5625,581887.5
390000,4,2,2020,9750,1,0,3,7,1100,920,1975,0,98074,1670,9600,361394.12042435666
352500,3,2,1860,7881,1,0,3,7,1160,700,1986,0,98198,1490,7527,282023.16308843263
645000,3,3,2490,5978,2,0,3,9,2490,0,2003,0,98074,2710,6629,624485.4872334101
350000,3,1,1790,3876,2,0,5,7,1090,700,1904,0,98144,1360,4080,606875.0
397500,3,2,2130,8225,1,0,4,8,2130,0,1987,0,98058,2580,8225,370625.0
2470000,5,5,6390,13180,2,0,3,10,4560,1830,1940,0,98112,4010,8137,1995000.0
425000,2,1,1270,6000,1,0,3,7,1270,0,1939,0,98199,1770,6000,507187.5
421000,3,2,1420,12655,1,0,5,7,1420,0,1968,0,98056,2020,9655,323169.2765388628
626000,3,2,1810,5107,2,0,3,8,1810,0,1989,0,98033,1760,5454,505076.51440981997
550000,4,2,2590,36256,2,0,3,8,2590,0,1978,0,98077,2670,35657,565572.5616299561
400000,4,2,2060,3060,2,0,3,7,2060,0,1968,0,98118,1630,3766,384406.7007975678
559000,3,3,2010,5200,2,0,3,8,2010,0,1989,0,98034,1860,4400,540334.2764740486
718500,3,2,1200,6240,1,0,3,8,1030,170,1952,0,98112,2810,6240,700475.0
600000,7,2,3170,36384,2,0,3,8,3170,0,1969,0,98027,2460,38370,674712.1335582011
325000,4,3,1830,7762,2,0,3,8,1830,0,1993,0,98003,2109,8966,289545.86397058825
580000,3,2,1580,8506,2,0,3,7,1580,0,1987,0,98033,2253,8515,607368.75
417200,2,1,1000,4000,1,0,3,6,1000,0,1910,0,98107,1490,5000,392750.0
685000,3,3,1460,8800,1,0,4,7,1460,0,1956,0,98040,2200,8800,461837.26157407404
700000,5,3,2400,3118,2,0,4,7,1780,620,1928,0,98122,2100,3941,881500.0
607010,4,3,2180,4000,2,0,3,8,1700,480,2002,0,98118,2180,4000,541836.2321440688
208000,4,3,1810,8677,2,0,3,7,1810,0,1962,0,98198,1740,8677,269819.960661917
874150,4,4,3530,14406,2,0,3,10,2570,960,1987,0,98034,3170,15181,1238955.0375
358990,3,3,1710,2171,2,0,3,7,1400,310,2014,0,98106,1380,1300,407741.5256410256
324888,4,2,2160,28750,2,0,4,8,2160,0,1978,0,98092,1790,53578,303150.0
855000,3,2,3120,9400,1,0,5,9,1820,1300,1978,0,98006,2770,9500,1024812.5
327000,3,3,1810,7350,1,0,3,8,1310,500,1984,0,98058,2240,7350,346493.75
775000,5,3,2600,4284,2,0,3,9,2600,0,2014,0,98136,1620,5000,741785.2238219895
432000,3,2,2410,51763,1,0,4,8,1410,1000,1981,0,98077,2410,49207,601401.6563825238
2580000,4,4,3280,3800,2,0,3,11,2880,400,2011,0,98112,2050,3800,1177625.0
670000,2,2,1650,7500,1,0,4,7,1000,650,1959,0,98033,2530,9000,594383.125
248500,2,1,720,5160,1,0,3,6,720,0,1949,0,98106,990,5160,242599.0729166667
420000,3,2,1820,22320,1,0,3,7,1250,570,1977,0,98053,2030,22320,352371.7980735194
535000,3,1,1580,6300,1,0,3,7,1180,400,1925,0,98199,1560,1601,557875.0
490000,3,2,1280,1520,2,0,3,8,1080,200,2008,0,98107,1280,1681,506890.7879213483
575000,4,3,2040,5508,2,0,4,8,2040,0,1996,0,98029,2130,5496,548923.8938111765
171500,3,1,1150,6480,2,0,4,5,1150,0,1946,0,98001,1100,7300,229815.33512190648
332000,3,2,2270,8876,1,0,3,7,1380,890,1977,0,98058,2150,7455,349231.68487631116
775000,3,2,1640,18730,2,0,4,7,1640,0,1946,0,98004,1670,12154,761187.5
639000,4,2,1940,5000,1,0,4,7,980,960,1910,0,98107,1940,5000,544343.75
299999,4,2,1640,7200,1,0,5,6,820,820,1944,0,98166,1640,8200,373303.21180555556
589000,3,3,2660,206480,1,0,3,8,2660,0,1989,0,98024,2660,206736,557855.8716833368
231000,3,3,1370,7247,2,0,3,7,1370,0,1995,0,98032,1720,8085,266092.0859277426
549800,3,2,1580,11680,1,0,4,7,1580,0,1958,0,98005,2270,10948,555677.625
515000,2,1,1640,5200,1,0,4,7,1040,600,1937,0,98199,1780,5040,580890.625
625000,5,3,2910,85377,1,0,4,8,1510,1400,1966,0,98027,2160,66120,668416.2404371585
590000,3,3,2650,9380,1,0,5,8,1680,970,1975,0,98155,2310,9600,611975.1118928117
680000,4,2,1880,6200,1,0,5,8,1440,440,1954,0,98146,2070,6500,672937.5
1270000,4,2,2870,6000,1,0,5,8,1730,1140,1951,0,98112,2370,5500,877425.0
628000,5,3,2830,11795,1,0,4,7,1710,1120,1960,0,98008,2460,10880,634375.0
270000,4,3,1990,7252,1,0,3,7,1270,720,1999,0,98002,2100,7535,336729.1891391885
1090000,5,3,2340,6000,2,0,4,10,2340,0,1922,0,98144,2350,6000,1051968.75
678500,3,3,1210,3600,2,0,5,7,1210,0,1910,0,98103,1630,3910,636812.625
713000,1,1,1180,4000,2,0,4,8,840,340,1910,0,98118,1420,4000,507187.5
294000,2,3,1380,889,2,0,3,7,1140,240,2012,0,98126,1580,1397,344412.0892857143
439500,3,3,2050,40003,1,0,4,8,1570,480,1977,0,98027,2700,46769,605440.5355392157
950000,5,3,4530,258746,2,0,4,9,3200,1330,2003,0,98077,3430,83199,827842.9583333334
563950,4,3,3050,4750,2,0,3,8,3050,0,2014,0,98059,2730,5480,572916.8475659278
950000,4,3,3700,7051,2,0,3,11,3700,0,2006,0,98029,3580,6175,1005925.5
720000,5,3,2860,5379,2,0,3,9,2860,0,2005,0,98052,2980,6018,751362.5
1210000,4,3,2470,5500,1,0,3,9,1570,900,1960,2005,98107,1620,5500,849806.75
780000,5,2,1940,4800,2,0,3,8,1940,0,1905,0,98103,1750,4800,780718.75
455000,2,2,1020,1146,3,0,3,7,1020,0,2001,0,98115,1138,1156,421243.75
600000,3,3,2320,7609,2,0,3,8,2320,0,2003,0,98027,2590,4000,560673.2018318528
480000,4,3,2180,9861,2,0,3,8,2180,0,1997,0,98045,2390,9761,522202.8256119472
257000,3,2,1397,18000,1,0,3,7,1397,0,1965,2014,98092,1950,31294,286561.13822620583
247200,3,2,1370,8719,1,0,3,7,1370,0,1982,0,98042,1370,7525,243734.93095491556
250600,4,3,1930,8660,1,0,3,7,1120,810,1981,0,98001,1830,9591,273143.77764683944
677100,3,2,2110,9199,1,0,3,10,2110,0,1993,0,98074,3130,8841,672487.0618206521
750000,4,3,2980,4930,2,0,3,9,2890,90,2000,0,98006,2980,6099,823482.375
310000,5,3,1880,5000,1,0,3,7,1100,780,1997,0,98106,1640,5000,358431.9061774204
499950,3,2,1360,11250,1,0,4,7,1360,0,1955,0,98006,1440,11250,465125.0
425000,3,3,1800,14036,2,0,3,8,1800,0,1993,0,98019,2450,14025,402708.36397058825
2300000,4,3,3280,7100,2,0,3,10,2180,1100,1911,1987,98119,3240,6674,1695000.0
762000,4,4,4000,15253,2,0,3,9,4000,0,2007,0,98065,3550,8747,720062.5
620000,4,2,1890,4300,2,0,3,7,1350,540,1918,0,98103,1830,3800,697250.0
400000,4,4,3350,9681,1,0,3,7,2140,1210,1980,0,98198,2580,9681,439925.24543269235
1250000,5,3,3370,8113,2,0,3,9,3370,0,2005,0,98004,2470,8113,1005141.6477678572
850000,5,3,2800,11325,1,0,4,8,1400,1400,1970,0,98005,2510,13700,689836.71875
253000,3,2,1250,10122,1,0,3,7,1250,0,1994,0,98010,1980,10175,259124.22432980448
590000,4,3,2660,35010,2,0,3,9,2660,0,1993,0,98045,2330,35448,609607.6388888889
482000,2,2,1350,1248,2,0,3,7,1180,170,2000,0,98102,1760,3360,606437.5
970000,4,4,3780,20023,2,0,3,10,3780,0,2001,0,98029,2150,3675,1087500.0
585000,4,2,2270,27122,1,0,5,8,1300,970,1957,0,98155,2380,11822,494375.0
503000,4,3,2100,7350,1,0,5,7,1240,860,1978,0,98034,2490,7350,483806.25
410000,4,2,1790,11875,1,0,4,7,1490,300,1969,0,98027,1870,11760,379954.2347868978
585000,4,3,2910,6250,2,0,3,8,2910,0,1999,0,98065,2550,6250,579650.6171737709
293000,3,2,1420,13187,1,0,4,7,1420,0,1974,0,98059,1620,13824,333550.24350961536
364000,2,2,1280,2574,2,0,3,7,1280,0,1992,0,98144,1250,3960,316398.44034090906
337000,3,2,1460,941,3,0,3,8,1460,0,2006,0,98133,1490,1399,424674.49338782567
235000,3,1,1590,13000,2,0,3,6,1590,0,1944,0,98166,1460,8400,257746.92297149124
195000,2,2,1180,2553,2,0,3,6,1180,0,2005,0,98038,1310,2687,204314.77272727274
636000,2,2,1230,3600,2,0,5,7,1230,0,1925,0,98119,1210,4500,578968.75
464000,3,3,1690,4898,2,0,3,7,1690,0,2003,0,98053,2220,4933,487125.0
253000,2,2,1220,5000,1,0,5,7,860,360,1921,0,98055,1120,5000,442875.0
450000,3,3,2410,4293,2,0,3,7,2410,0,2007,0,98065,2190,5900,436800.0
464000,3,3,2460,5400,1,0,4,8,1520,940,2001,0,98056,1745,5400,549597.2167636841
459000,4,3,1900,9077,2,0,3,7,1900,0,1954,2015,98155,1900,12868,449921.6298828125
291970,1,1,680,21727,1,0,3,5,680,0,1952,1995,98058,1470,19406,177399.30555555556
405000,3,3,1440,2163,2,0,3,7,1440,0,2005,0,98029,1440,2207,367375.4431818182
415000,3,2,1970,2377,2,0,3,8,1680,290,2008,0,98108,1690,1936,508839.2457688422
570000,3,2,2180,9246,2,0,3,9,2180,0,1984,0,98074,2300,9298,595627.2858653889
325000,2,1,830,5100,1,0,3,6,830,0,1941,0,98103,1050,5100,262312.5
210000,2,2,880,1157,2,0,3,7,880,0,2007,0,98126,1070,1203,303680.6381578947
850000,3,2,2470,8800,2,0,3,9,2470,0,1961,2004,98040,2340,10980,945000.0
1280000,4,3,2720,16454,1,0,5,9,1870,850,1963,0,98040,3560,15993,1212000.0
435000,4,3,2190,6578,2,0,3,7,2190,0,2004,0,98065,2190,5416,433470.0222974996
553000,3,1,1310,18135,1,0,3,7,1310,0,1948,0,98008,2150,18135,349644.5652173913
374950,4,3,2730,4683,2,0,3,7,2730,0,2005,0,98038,2230,4924,367375.8328622878
1140000,5,4,4280,6530,2,0,3,10,4280,0,2014,0,98075,3960,6863,1561375.0
685000,4,3,2310,5100,2,0,3,9,2310,0,2013,0,98177,1260,5100,693035.2558378822
256900,3,3,1720,3951,2,0,3,7,1720,0,1992,0,98031,1720,3605,279890.11301013804
750000,2,2,1300,7632,1,0,3,7,1300,0,1943,0,98122,1420,1676,665000.0
230000,3,2,1720,9125,1,0,4,7,1140,580,1981,0,98092,1120,7506,274142.36626225914
500000,3,2,1700,9008,1,0,3,8,1340,360,1985,0,98125,2340,8003,528087.5
1440000,4,4,4970,16582,2,0,4,11,3930,1040,1992,0,98006,3580,13335,1063750.0
329000,4,3,2650,5880,2,0,3,9,2650,0,2005,0,98042,2610,6490,370625.0
485000,4,2,1850,9911,1,0,4,7,1850,0,1957,0,98008,1650,8670,455875.0
1000000,5,5,2120,8944,2,1,5,8,2120,0,1939,1963,98006,2870,8944,1224875.0
470000,3,2,1510,8000,1,0,4,7,1510,0,1956,0,98007,1430,8000,484487.5
645500,4,3,2990,8622,2,0,3,9,2990,0,2000,0,98065,2980,8622,690222.7104562105
251000,3,2,1650,7930,1,0,4,7,1650,0,1989,0,98038,1510,7930,272157.2754502933
700000,2,2,1490,713,3,0,3,9,1490,0,2014,0,98109,1490,1110,779660.9646381579
427000,5,3,2220,4000,1,0,3,7,1230,990,1973,0,98144,1580,4000,368555.9969288606
535500,3,3,2050,4976,2,0,3,8,2050,0,1994,0,98029,2050,5153,537580.3917364537
250000,3,1,1220,5038,1,0,5,6,1220,0,1942,0,98056,1140,5038,326026.2132352941
485000,4,3,2400,10364,2,0,3,8,2400,0,1995,0,98045,2390,9918,528751.9474755258
698000,4,3,2990,7231,2,0,3,9,2990,0,2001,0,98075,3160,8339,658686.6896228772
248000,3,3,2120,6840,1,0,3,7,1220,900,1984,0,98092,1820,8200,324616.0740108489
390000,3,2,1260,6500,1,0,4,7,1260,0,1966,0,98008,1500,7700,430625.0
374000,2,2,1260,1575,2,0,3,7,1260,0,2001,0,98144,1220,1740,321446.0548245614
610000,3,3,1300,1331,3,0,3,8,1300,0,2007,0,98103,1450,5270,444259.1216049922
423000,4,2,1730,7245,1,0,4,7,880,850,1955,0,98007,1550,7245,449846.25
460000,3,2,1453,2225,2,0,4,8,1453,0,1986,0,98006,1860,2526,448570.04788363277
510000,4,3,2430,5203,2,0,3,8,2430,0,2003,0,98155,2260,7474,545247.5802095765
199950,2,1,1010,10057,1,0,3,6,1010,0,1961,0,98023,1040,8591,201413.8306952986
456200,2,2,1210,7733,1,0,3,6,1210,0,1904,0,98125,1670,7733,279875.0
355000,3,1,1650,10075,1,0,3,7,1170,480,1955,0,98177,1690,8125,413052.79280242696
441000,3,3,2740,7923,2,0,3,9,2740,0,1998,0,98058,2740,8815,474250.0
599000,3,3,1960,2500,2,0,5,7,1410,550,1926,0,98103,2040,5000,688681.375
580000,4,2,2430,4995,2,0,4,7,1730,700,1928,0,98144,2240,5000,732000.0
420000,3,2,1720,8102,1,0,5,6,860,860,1940,0,98125,1440,8106,343915.625
430000,3,2,1540,8100,1,0,4,7,940,600,1947,0,98133,1840,8100,440312.5
298000,4,3,1960,11798,2,0,3,8,1960,0,1999,0,98092,2360,11785,251668.75
395000,4,2,1950,10219,1,0,3,7,1950,0,1962,0,98133,1500,9099,451386.7925511509
263500,2,1,750,4515,1,0,3,6,750,0,1942,0,98106,1020,5000,236661.5729166667
265000,3,2,1380,7226,1,0,4,7,1140,240,1987,0,98042,1640,7823,243693.99963362556
585000,3,3,2290,5089,2,0,3,9,2290,0,2001,0,98006,2290,7984,591352.0535714286
475000,3,2,1890,7560,1,0,3,8,1430,460,1973,0,98034,1890,9095,488933.3252613378
443750,3,2,1460,968,2,0,3,7,1140,320,2003,0,98199,1460,1531,406715.73076923075
672500,2,2,1860,5940,1,0,5,8,1020,840,1956,0,98116,2130,5940,589314.6089181287
710000,2,1,1700,3040,2,0,3,8,1460,240,1914,0,98119,1620,3230,789062.5
359000,3,2,3085,7280,1,0,4,7,1560,1525,1959,0,98056,1480,7900,372582.117552508
571000,4,1,1350,4000,2,0,3,8,1350,0,1930,0,98117,1520,4000,652687.5
1000000,3,1,1540,24500,2,0,3,7,1540,0,1949,0,98125,1540,7250,384500.0
565500,3,2,1780,5850,1,0,5,7,980,800,1944,0,98116,1550,5850,561265.625
449888,3,2,2520,78408,2,0,3,9,2520,0,1988,0,98001,1490,29972,506020.0
320000,2,1,1100,8281,1,0,4,7,1100,0,1947,0,98155,1510,8281,312795.45997610514
320000,4,3,2640,7500,1,0,3,8,1620,1020,1967,0,98023,1980,7875,282056.25
302000,2,1,1010,6000,1,0,4,6,1010,0,1944,0,98133,1610,7313,290371.4696118488
398000,3,2,1310,2996,2,0,3,7,1310,0,1998,0,98144,1310,2997,334955.25651737966
1600000,5,3,3100,5374,3,0,4,9,3100,0,1906,0,98122,2180,5800,975775.0
292000,3,2,1650,14633,1,0,4,7,1650,0,1958,0,98056,1370,12495,273162.369608194
570000,3,3,1570,1777,2,0,3,8,1260,310,2007,0,98107,1000,1777,519559.8098225626
204250,3,2,1960,7708,1,0,4,7,1490,470,1984,0,98023,1580,8063,284754.8567570011
700000,3,3,2230,4006,2,0,3,8,2230,0,2014,0,98133,2230,4180,569827.0763073772
441500,3,3,2360,4670,2,0,3,7,2360,0,1998,0,98065,2420,5620,470687.5
860000,5,2,1960,8592,1,0,4,8,1290,670,1958,0,98004,1720,8592,692187.5
345000,3,2,1240,38095,1,0,3,7,1240,0,1978,0,98053,2060,38552,411819.71843453916
780000,4,3,2270,13449,1,0,4,9,1310,960,1975,0,98040,2810,13475,803750.0
291000,3,2,1560,9788,1,0,3,7,1560,0,1964,0,98178,1840,11180,287338.50117305765
445000,4,3,2340,3784,2,0,3,8,2340,0,2008,0,98106,1730,4000,501284.61719204125
392000,4,3,2130,4028,2,0,3,8,2130,0,2014,0,98146,1830,7817,475242.6275604706
220000,4,3,2240,9826,1,0,4,7,1370,870,1988,0,98023,1980,9826,329209.74417562725
517500,3,2,1810,10625,1,0,3,8,1370,440,1973,0,98027,2140,10922,487997.7925901032
497000,3,2,1870,9315,1,0,3,7,1350,520,1975,0,98034,2230,9579,473353.47236842103
530000,3,3,2480,7480,2,0,3,9,2480,0,1992,0,98072,2480,7480,574098.7111917435
445434,2,1,1470,7137,1,0,3,7,1020,450,1941,0,98103,1470,7067,433375.0
520000,3,2,1770,7667,1,0,3,8,1270,500,1966,0,98177,2180,8103,475405.3477092253
310000,4,3,2320,7200,2,0,3,7,2320,0,1976,0,98155,2050,10000,382119.8398877542
499000,2,2,1170,2400,1,0,4,7,740,430,1903,0,98103,1570,3919,501687.5
485000,4,1,1620,4080,2,0,3,7,1620,0,1923,0,98105,1760,4080,541550.0
283000,4,2,2100,8160,1,0,3,7,1200,900,1959,0,98106,1140,8160,367826.61263932113
225000,3,2,1100,5200,1,0,3,6,1100,0,1969,2014,98042,1050,5330,200590.1820652174
424000,3,2,1330,5632,1,0,3,8,1330,0,1988,0,98029,1900,4842,389850.5196251954
219950,2,1,990,6448,1,0,3,7,990,0,1948,0,98178,1130,7200,307373.5
267000,3,3,1690,10336,2,0,4,7,1690,0,1989,0,98010,1580,7700,286045.558952481
1320000,4,2,3180,6105,2,0,3,10,3180,0,1905,0,98112,3180,6029,1278125.0
465000,4,2,3360,10810,2,0,4,9,3360,0,1988,0,98092,2590,10810,475416.875
433000,3,3,1270,1062,2,0,3,8,1060,210,2008,0,98105,1260,1112,583626.0
1110000,5,3,3300,7560,2,0,3,10,3300,0,2007,0,98052,3150,8580,785620.3259943181
199000,3,1,1510,9100,1,0,3,7,1510,0,1966,0,98003,1180,7220,237697.20619411868
481000,2,1,1620,3880,1,0,4,7,920,700,1924,0,98117,1330,3880,562775.0
284000,3,2,1560,21000,1,0,3,7,1560,0,1954,0,98166,1070,7920,281834.85906017415
535000,3,2,2020,10031,1,0,5,7,1370,650,1952,0,98155,1500,8456,360425.16025641025
510000,3,3,1950,12630,1,0,4,8,1230,720,1969,0,98052,1990,12196,528146.5394828601
780000,4,2,2260,16188,1,0,3,10,2260,0,1984,0,98006,2840,10158,714398.0370639535
300000,4,3,2700,10814,1,0,4,8,1560,1140,1966,0,98030,2460,6310,519896.5425531915
380000,5,2,1320,38125,1,0,4,7,1120,200,1947,0,98198,2360,15070,433736.0
1010000,5,3,3510,10930,2,0,3,9,3510,0,2013,0,98033,1970,7488,1136250.0
579000,2,2,1560,4500,1,0,3,8,1560,0,2004,0,98053,1860,4500,513388.48538363277
401000,3,2,1240,11172,1,0,3,7,1000,240,1984,0,98074,1330,14102,362826.17647058825
234000,4,1,1390,18000,1,0,3,7,1390,0,1955,2013,98032,1390,18000,292683.49238119833
880000,4,2,2510,5800,1,0,4,9,1830,680,1953,0,98199,2190,5800,886756.25
950000,4,2,2620,10920,1,0,3,9,2620,0,1965,0,98005,2370,11907,877169.125
470000,3,2,1830,39165,1,0,5,8,1830,0,1963,0,98027,2020,36184,496106.0437386687
350000,4,3,2990,11210,1,0,4,8,1880,1110,1977,0,98023,2790,9858,392781.25
329950,3,3,1820,8085,2,0,3,7,1820,0,1983,0,98055,1860,8625,300486.65064857627
1060000,4,4,3880,9979,3,0,3,10,3880,0,2007,0,98029,3130,6112,1131875.0
332500,3,2,1600,7995,1,0,3,7,1600,0,1950,1984,98118,2440,6900,401287.5
365000,5,3,2410,5003,1,0,3,7,1410,1000,2008,0,98118,1590,5003,390828.77929085924
550000,4,2,2100,4500,1,0,5,7,1060,1040,1924,0,98105,1920,3900,628500.0
310000,4,2,1870,6000,2,0,3,7,1870,0,1956,0,98125,1520,7169,439768.2291666666
557865,4,3,3030,6813,2,0,3,9,3030,0,1987,0,98074,2310,8682,741750.0
242000,5,2,2340,7494,1,0,3,7,1170,1170,1951,0,98188,1650,10125,415462.5
290000,2,1,1200,8750,1,0,3,6,1200,0,1948,0,98155,1100,8408,257500.0
350000,4,3,1530,2248,2,0,3,7,1530,0,1914,0,98144,1340,3700,528487.5
520000,4,1,1960,8277,1,1,4,7,1320,640,1923,1986,98198,1940,8402,558562.5
495000,4,2,1720,5413,2,0,3,7,1470,250,1938,1980,98115,1510,5413,594312.5
471000,4,3,2040,21781,2,0,3,8,2040,0,1994,0,98014,2410,21781,499954.34620184335
1330000,5,2,3200,20158,1,0,3,8,1600,1600,1965,0,98004,3390,20158,1069750.0
775000,4,3,3180,15358,2,0,3,9,3180,0,1988,0,98027,3020,15522,669344.0972121432
790000,3,2,2390,4452,2,0,3,9,1790,600,1929,0,98126,2610,5000,1079625.0
782000,4,2,1500,6820,2,0,5,7,1500,0,1905,0,98117,1360,4125,541875.0
499950,5,3,3180,23809,1,0,3,9,3180,0,1978,0,98038,2500,15778,507687.375
160000,2,1,1020,13647,1,0,5,6,1020,0,1915,1974,98022,980,8250,224371.1537356322
407500,4,3,1900,9075,2,0,3,7,1900,0,1988,0,98133,1800,8460,449611.905260181
270000,2,2,840,867,2,0,3,7,840,0,2005,0,98115,840,1322,408687.5
418395,4,3,2906,5893,2,0,3,9,2906,0,2014,0,98092,2680,4950,476378.2291666667
648000,4,3,2620,5450,2,0,3,9,2620,0,2001,0,98074,2590,5371,670218.3955946504
370000,4,3,1812,5026,2,0,3,8,1812,0,2011,0,98055,2440,6007,332912.5
725000,4,3,2130,3420,2,0,4,7,1730,400,1916,0,98103,1520,3420,662562.5
285000,5,3,2110,5260,2,0,3,7,1670,440,2002,0,98118,2110,5260,370598.96270232974
420000,3,1,1310,3963,1,0,5,7,1310,0,1986,0,98052,1010,3363,384243.75
555000,4,3,2600,19275,1,0,3,8,1620,980,1978,0,98006,2230,10119,614554.4903147192
449228,5,3,3020,24750,1,0,3,8,1650,1370,1965,0,98005,2930,16062,880415.1785714285
289000,3,3,2110,8304,1,0,4,7,2110,0,1985,0,98030,1680,7508,321385.024126854
579000,3,3,1640,1269,3,0,3,8,1640,0,2009,0,98112,1590,1231,661184.0795454546
719000,3,3,2120,9307,2,0,4,9,2120,0,1984,0,98006,2290,11524,681898.224137931
700000,3,3,3110,11727,2,0,3,9,3110,0,2002,0,98065,4240,13353,693492.1745535715
270000,3,3,1720,8550,1,0,4,7,1720,0,1968,0,98002,1460,8550,261414.60744691116
427500,2,2,1090,934,3,0,3,8,1090,0,2008,0,98109,1090,1376,441812.5
475000,4,3,1850,5444,2,0,5,7,1850,0,1981,0,98034,1540,5000,447750.0
280500,3,2,1620,7566,2,0,3,7,1620,0,1990,0,98038,1470,7566,264452.359593708
533500,3,4,2490,3517,2,0,3,8,1720,770,2005,0,98027,1600,2378,566467.105539599
750000,2,2,1890,5400,2,0,5,8,1610,280,1905,0,98105,2820,4860,884225.0
588000,3,2,1860,4777,2,0,5,7,1860,0,1908,0,98115,1580,3822,610062.5
476500,4,3,2250,50155,2,0,3,8,2250,0,1998,0,98045,2040,57857,512983.1869112194
775000,3,1,2030,4080,2,0,4,7,1840,190,1908,0,98115,2030,4080,688625.0
424950,3,2,2090,7505,1,0,3,7,2090,0,1967,0,98034,1510,7416,423625.0
365000,2,1,680,4800,1,0,3,6,680,0,1917,0,98122,1610,4800,325100.0
449500,3,2,1260,2556,2,0,3,7,1260,0,2005,0,98029,1630,2844,434666.6666666666
605000,5,2,3220,9603,2,0,3,8,3220,0,1972,0,98052,2260,10093,639000.0
925000,4,3,3640,60086,2,0,3,10,3640,0,2005,0,98074,2900,51721,828300.6267857143
1040000,4,1,3410,5000,2,0,5,8,2190,1220,1910,0,98144,2550,5000,1050475.0
439950,3,2,1720,223377,1,0,3,7,1240,480,1950,0,98019,2530,221442,461625.0
789000,3,3,3740,39640,2,0,3,10,3740,0,1991,0,98070,2930,26136,895673.0393190298
285000,4,2,2120,6865,1,0,3,7,1060,1060,1954,0,98133,1460,7780,389988.3152173913
675000,4,3,3320,244807,2,0,3,9,3320,0,2001,0,98010,2530,217800,724156.6466913099
725000,3,1,1000,19969,1,0,3,7,1000,0,1951,0,98033,1370,7962,367746.875
825000,4,4,3920,11086,2,0,3,10,3920,0,1999,0,98065,3740,10880,827067.5903606964
461000,3,2,1850,7923,1,0,4,7,1150,700,1977,0,98033,1780,7420,562262.5
424000,3,2,1230,7200,1,0,3,7,1230,0,1953,0,98125,1400,6240,349250.0
607000,3,1,1230,8114,1,0,4,7,1230,0,1951,0,98004,2220,8114,734750.0
245000,5,2,2000,8100,2,0,3,6,2000,0,1946,0,98168,960,9239,243186.25
